Phrase,Target
· ability,0.0
tools databases,0.0
software solution recommendations,0.0
· ability translate business requirements,0.0
terms,0.0
high-level experience methodologies,1.0
large-scale databases,1.0
metadata standards,0.0
kedare,0.0
onsite talent acquisition partner @ softwareone apac,0.0
anz,0.0
research job poster location mumbai,0.0
maharashtra,0.0
india send inmail,0.0
job data analyst part data analytics team,0.0
work supplement analytics visualization contributions,0.0
data-driven decisions momo,0.0
candidate,0.0
commercial operational data,0.0
analyses insights,0.0
influence products development company,0.0
wide-ranging impact commercial decisions business,0.0
complex data drive,0.0
insightful findings,0.0
actionable recommendations stakeholders,0.0
implementing solutions best-practices,0.0
automation scalability mind,0.0
ad-hoc reporting,1.0
data analysis duties responsibilities,0.0
types projects,0.0
user acquisition,0.0
engagement,0.0
conversion,0.0
retention,0.0
standardization,0.0
gamification,0.0
experimentation analysis product development optimization qualifications university degree,0.0
ba,0.0
bsc,1.0
quantitative discipline statistics,0.0
university,1.0
quantitative/statistics coursework business,0.0
relevant fields,0.0
excellent analytical skills,1.0
problem-solving aptitude ability collect,0.0
significant amounts,0.0
high attention detail ability,0.0
meaningful insights,0.0
arrive actionable recommendations experience,0.0
sql-based languages,1.0
key business partners,0.0
improvement opportunities,0.0
strong relationships business units,0.0
culture support,0.0
accountability,0.0
team sense ownership,0.0
growth mindset,0.0
scalable self-learner quick,0.0
new knowledge,0.0
experience bi/analytics/statistics tools languages,1.0
google bigquery,1.0
collaborate team members,0.0
internal team,0.0
job poster hoai trung,0.0
momo,0.0
data analyst| research,0.0
analyst/senior analyst |,0.0
internal control candidate,0.0
leaders,0.0
recruitment platforms,0.0
popular sites,0.0
timviecnhanh,0.0
mywork,0.0
products culture,0.0
mission become companion job seekers employers journeys,0.0
equip best-in-class tools,0.0
job brief,0.0
play role consultant,0.0
internal teams,0.0
main immediate responsibilities,0.0
deep understanding current company operations,0.0
team analyze data,0.0
data-driven culture company,0.0
road,0.0
massive datasets job posts,0.0
identify market gaps,0.0
value-added opportunities,0.0
entire data flow business objectives,0.0
transactional databases,1.0
analytical data warehouse → dashboards,1.0
→ insights machine learning models,0.0
detail plans,0.0
conduct data analysis projects,0.0
follow partner,0.0
action plans,0.0
define product business metrics,0.0
trial experiments business product domains,0.0
partner data,0.0
team data scientists,1.0
high-quality data sets machine learning models,0.0
data analysis data visualization skills,1.0
googlesheets,1.0
proficient r,1.0
experienced statistical analyses,1.0
’ experience,0.0
experience tech companies,0.0
problem solving,0.0
understanding supply-demand theory,0.0
growth hacking,0.0
“ attitude,0.0
important aptitude ”,0.0
value people,0.0
personal traits,0.0
curiosity automation benefits,0.0
fri,0.0
15-day leaves/ year,0.0
sick leaves,0.0
support stakeholders,0.0
every new idea,0.0
attractive remuneration package,0.0
telephone,0.0
compliant social insurance,0.0
health,0.0
unemployment,0.0
extra accident insurance employees,0.0
premium health care insurance manager level,0.0
13th-month policy,0.0
incentives,0.0
subject company performance,0.0
policy ” – team engagement,0.0
congrats,0.0
day,0.0
children,0.0
woman,0.0
independent day,0.0
special occasions,0.0
annual health checkup,0.0
variety,0.0
corporate events,0.0
sports competitions,0.0
monthly birthday parties,0.0
year-end party etc,0.0
opportunity work,0.0
player hr tech market,0.0
huge ambition mission labor market,0.0
great chance impact millions,0.0
vietnamese life job opportunities,0.0
talented colleagues,0.0
job job descriptions,0.0
architecture deliver functionality,0.0
business data analysts,0.0
business roles,0.0
overall analytic performance svtech strategy,0.0
practices strategies data infrastructure fulfill data,0.0
analytic utilization needs business,0.0
technologies capabilities,0.0
drive effort,0.0
complex data feeds customers,0.0
various data architectures,1.0
data solutions meet customers,0.0
drive delivery data products services systems business,0.0
compliance,0.0
internal regulatory requirements,0.0
data integration,1.0
integrate data information,1.0
various sources customer ’ platforms,0.0
etl solutions business support tools,0.0
real time analytics,1.0
critical decision making,1.0
data assets,0.0
stored efficient way information,0.0
high quality,0.0
efficient job requirements,0.0
master ’ degree statistics,1.0
software engineering information technology,0.0
relevant experience developing,0.0
debugging,0.0
hadoop,1.0
flink,1.0
kafka,1.0
arrow,1.0
database technologies,1.0
graph databases,1.0
rust,1.0
kotlin,1.0
preference towards,0.0
deep experience,0.0
dimensional data models,0.0
etl processes,1.0
data warehouse concepts,1.0
methodologies,0.0
architect hat,0.0
priority,0.0
+ experience enterprise data architecture,0.0
data integration data modeling,0.0
+ in-depth knowledge expertise information management areas data warehousing,0.0
data governance data analysis,0.0
+ deep experience monitoring,0.0
complex system,0.0
data systems issues,0.0
consistent algorithmic approach,0.0
𝐂𝐡𝐚𝐥𝐥𝐞𝐧𝐠𝐢𝐧𝐠 𝐣𝐨𝐛,0.0
complex projects,0.0
various business segments,0.0
large-scale enterprise servers,0.0
big data centers,0.0
𝐭𝐞𝐚𝐦,0.0
hard-working people,0.0
𝐆𝐫𝐞𝐚𝐭 𝐚𝐭 𝐩𝐞𝐫𝐬𝐨𝐧𝐚𝐥 𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠,0.0
𝐝𝐞𝐯𝐞𝐥𝐨𝐩𝐦𝐞𝐧𝐭,0.0
% costs,0.0
international certi exams,0.0
𝐰𝐨𝐫𝐤𝐢𝐧𝐠 𝐞𝐧𝐯𝐢𝐫𝐨𝐧𝐦𝐞𝐧𝐭,0.0
happy environment,0.0
𝐅𝐚𝐦𝐢𝐥𝐲 𝐰𝐞𝐥𝐟𝐚𝐫𝐞,0.0
health insurance package,0.0
family days,0.0
family launch,0.0
𝐖𝐨𝐫𝐝 𝐡𝐚𝐫𝐝,0.0
𝐩𝐥𝐚𝐲 𝐡𝐚𝐫𝐝𝐞𝐫 𝐜𝐮𝐥𝐭𝐮𝐫𝐞,0.0
𝐰𝐨𝐫𝐤𝐢𝐧𝐠 𝐡𝐨𝐮𝐫,0.0
negotiable income,0.0
want receive information candidates,0.0
capable aspire success happiness,0.0
brain,0.0
machines,0.0
heart,0.0
job poster location hanoi capital region send inmail,0.0
ho chi minh – sonatus building,0.0
’ merchant groups,0.0
mô tả công việc data analytics,0.0
project member,0.0
investigate identify business requirements business teams,0.0
design dashboard,1.0
analytical analysis business teams,0.0
business problems,0.0
new opportunities,0.0
implement ad-hoc analysis,0.0
data requirements business teams,0.0
initiate data requirements business team inform data engineer business logic,0.0
deliver requirements,0.0
kpi different business teams,0.0
designing features customer view project,0.0
team development,0.0
mentor coach,0.0
junior data analyst competent data analyst,0.0
identify encourage areas growth improvement,0.0
team self-development,0.0
market industries,0.0
team company,0.0
data analyst business analyst,0.0
financial company,0.0
industries,0.0
analytics reports business team expertise,0.0
superset…,0.0
strong understanding sql,0.0
analytical databases,1.0
data science languages,0.0
julia demonstration fluent use analytics packages,0.0
good demonstration communication presentation skills,0.0
sort tools,0.0
deliver results business teams,0.0
cloud ecosystem s3,1.0
redshift,1.0
lambda,1.0
ec2,1.0
degrees business finance,1.0
fields business management,0.0
finance banking…,0.0
job geocomply,0.0
mission empower future,0.0
digital trust,0.0
center new generation cybersecurity companies,0.0
geolocation data,0.0
risk-based decisions,0.0
critical piece security infrastructure world ’,0.0
tech companies,0.0
draftkings,0.0
fanduel,0.0
bbc akamai,0.0
global market-leader,0.0
compliance-grade geolocation data,0.0
critical piece decision engine,0.0
big plans,0.0
heart people,0.0
world-class experience employees,0.0
summary business data analysis team,0.0
’ success,0.0
reports customers,0.0
intel,0.0
information data,0.0
office systems,0.0
business data analysis team,0.0
lead position reports business intelligence manager,0.0
day-to-day basis,0.0
accountability business data products business data analysis team,0.0
contribute business goals company work stakeholders,0.0
lead develop vision,0.0
mission,0.0
products/data business data analysis team lead,0.0
inspire,0.0
team business data analysts,0.0
scripts/tools,1.0
ad-hoc reports,1.0
test reports,0.0
derive key metrics,0.0
standard terms,0.0
quality presentation stay,0.0
database changes,0.0
contribute ideas,0.0
team process tasks,0.0
communication data reports,0.0
understanding company ’ technologies,0.0
bachelor ’ s/master ’ degree statistics,0.0
top-tier colleges,0.0
data-oriented personality,0.0
strong problem,0.0
skills emphasis product development,0.0
great communication skills,1.0
good leadership team management skills,1.0
critical thinking problem,1.0
progress management planning skills,1.0
statistics skills distributions,1.0
statistical testing,0.0
regression,1.0
statistical computer languages,1.0
sql manipulate data draw insights,0.0
common data science toolkits,1.0
seaborn,1.0
matplotlib,1.0
keras,1.0
experience data visualisation tools tableau,0.0
superset,0.0
kibana,1.0
query languages,1.0
nosql databases mongodb,1.0
cassandra,1.0
hbase,1.0
data/computing tools,1.0
map/reduce,1.0
spark big plus,1.0
ideals,0.0
voice matters,0.0
ideas,1.0
direct impact business,0.0
hyper-growth company,0.0
fast-paced work environment propels,0.0
professional personal growth,0.0
flat hierarchy work,0.0
executives,0.0
projects,0.0
acceptance,0.0
equal opportunity welcome,0.0
unique contribution,0.0
learning,0.0
extensive training people,0.0
career goals,0.0
competitive salary,0.0
high salary attractive bonus system,0.0
business performance,0.0
dividend,0.0
internal shares program,0.0
provide annual budget,0.0
equal 1-months ’ salary,0.0
professional personal development sport,0.0
equity plan,0.0
“ owners,0.0
unique equity bonus plans,0.0
opportunity share company ’ success,0.0
fast career path,0.0
premium healthcare insurance,0.0
viet/liberty,0.0
weekly english classes,0.0
modern stand-alone office building center saigon,0.0
free motorbike parking,0.0
free lunches,0.0
monthly frequent social team-building events geocomply,0.0
live value building right,0.0
workplace,0.0
mutual respect inclusion,0.0
know diversity experience,0.0
connection,0.0
innovation,0.0
company ’ success,0.0
welcome applicants backgrounds,0.0
beliefs,0.0
identities,0.0
cover letter,0.0
-wait meet,0.0
interested linh luu,0.0
talent acquisition officer geocomply job poster location,0.0
message,0.0
driver management team,0.0
information insight shopeefood drivers,0.0
current business processes,0.0
area,0.0
coordinate,0.0
relevant teams,0.0
driver management,0.0
project management office,0.0
communications community,0.0
follow initiatives,0.0
charge tool,0.0
assigned area,0.0
responsible driver performance report,0.0
monthly tasks,0.0
able adapt agile environment,0.0
high level,0.0
critical thinking,1.0
attention details,0.0
numerical skill,1.0
proficiency office google applications,0.0
fast-learning open change,0.0
passion work,0.0
ambiguous startup environment,0.0
bilingual english vietnam,0.0
cross-border discussions collaborations stakeholders,0.0
previous research experience,0.0
job opportunity work,0.0
edge technologies|a,0.0
strong diversed talent team,0.0
client part role,0.0
deep product knowledge,0.0
product initiatives,0.0
maintain sufficient analytical data set-up,0.0
market support market,0.0
moderate supervision,0.0
directions,0.0
job description responsibilities,0.0
maintain profit growth intelligence monitor,0.0
overall health business partner collaborate broader,0.0
east economics team,0.0
key initiatives,0.0
deep market/product/competitiveness,0.0
support market,0.0
drive meaningful recommendations,0.0
enhance data,0.0
comprehensive business decision process work,0.0
east economics market,0.0
in-country partners,0.0
develop,0.0
performance analytics market,0.0
insight partner in-market,0.0
global teams,0.0
quality efficient data access economics,0.0
in-country partners advance,0.0
global operation model,0.0
successful applicant qualifications,0.0
pursuit fcas master,0.0
degree mathematics,1.0
actuarial science,0.0
minimum 2-3 years,0.0
relevant experience p,0.0
c insurance industry experience,1.0
financial services industry experience,1.0
languages tools,1.0
ex,0.0
sql/sas/powerbi,1.0
validate data,0.0
innovative problem,0.0
functional groups ability,0.0
build effective relationships,0.0
outside organization knowledge insurance operations,0.0
underwriting,0.0
claims,0.0
information technology sales departments,0.0
regarded effective communication,0.0
communicate analytical concepts,0.0
broad audience offer,0.0
talent team,0.0
van anh,0.0
le quote job ref,0.0
jn-012022-5242056,0.0
finan,0.0
registered technology startup owner,0.0
sobanhang application,0.0
e-commerce businesses vietnam,0.0
lazada,0.0
rocket internet,0.0
topica edtech group,0.0
onemountgroup,0.0
sobanhang,0.0
micro-businesses manage cash flow,0.0
digital bookkeeping,0.0
apps increase sales,0.0
hyperlocal online storefront,0.0
hypergrowth,0.0
sobanhang market leader mission,0.0
thousands,0.0
small businesses,0.0
online ban hang,0.0
ffebe ventures,0.0
class,0.0
p.ryan – founder gilt groupe,0.0
business insider mongodb,0.0
trusted partner,0.0
hyper-growth,0.0
teammates,0.0
rocketship senior data analyst,0.0
critical role building,0.0
solid tech foundation hundreds millions users,0.0
sql baisc,1.0
saas company,1.0
e-commerce consumer,0.0
goods,0.0
predict sales product assortment,0.0
numerous data collection methodologies,0.0
valuable insights,0.0
micro trends industry,0.0
dynamic firm offices,0.0
data analysts structure,1.0
clean manage,0.0
visualizations,1.0
internal external use help,0.0
research reports,0.0
analyst help organization,0.0
actionable data insights,0.0
key market trends,0.0
role require candidate,0.0
tableau prep python minimum,0.0
position work,0.0
part team help,0.0
data-centric reports help,0.0
ideal candidate leverage,0.0
strong interest,0.0
consumer behavior,0.0
affinity,0.0
mobile technology,1.0
analyze primary third-party datasets,0.0
tableau prep,0.0
mysql excel,0.0
align merge,0.0
sourced datasets,0.0
single source create compelling visualizations,0.0
custom dashboards,0.0
tableau assist clientele,0.0
commentary help,0.0
explain,0.0
complex trends requirements,0.0
tableau power bi,1.0
data tableau prep python,0.0
experience mysql,1.0
excel skills,1.0
eg pivot tables,0.0
lookup formulas,0.0
ability manipulate manage,0.0
intellectual curiosity desire understand forces,0.0
trends data,0.0
pick non-verbal communication,0.0
critical success role,0.0
considerable importance quality work,0.0
important details,0.0
organizational time management skills ability work,0.0
tight deadlines,0.0
self-starter ability work,0.0
candidate work,0.0
minimal supervision,0.0
ownership project completion,0.0
collaborative member,0.0
small team environment,0.0
quality research,0.0
education experience,0.0
bachelor degree business,1.0
quantitative specialization,0.0
quantitative area mathematics,0.0
physics,0.0
computer science engineering,1.0
equivalent work experience,0.0
chance work,0.0
international team,0.0
career development opportunities performance review,0.0
open supportive collaborative culture,0.0
free drinks,0.0
tea,0.0
premium health insurance package,0.0
free english class everyone,0.0
lessons,0.0
week sponsor fee,0.0
certificates,0.0
job descriptions,0.0
-digital execution,0.0
ads,0.0
youtube,1.0
tiktok,1.0
google,1.0
-media plan,0.0
gather information,0.0
-documentation,0.0
financial documents,0.0
campaign report,0.0
-kol,0.0
social network pages,0.0
-social network account analysis,0.0
-arrange internal data-base,0.0
information kols,0.0
-data anaysis,0.0
campaign results,0.0
/ in-house data extraction tool report,0.0
-any internal/external communication,0.0
-any assignments manager,0.0
good english speaking,1.0
mind,0.0
-happy work kinds tasks,0.0
manager team,0.0
-humble polite,0.0
aggressive /,0.0
active working,0.0
enjoy,0.0
-young generation team,0.0
-be witness,0.0
team ads agency firm,0.0
-local international clients,0.0
-various experience brush-up,0.0
job job description client,0.0
technical reporting consultant talent acquisition organization use data,0.0
customer vision,0.0
story inspire,0.0
vital role,0.0
talent acquisition team,0.0
leverage data workday,0.0
position mgmt/hcm,0.0
lever,0.0
ats,0.0
team clients,0.0
talent acquisition strives,0.0
top talent,0.0
foster diverse workplace,0.0
careers,0.0
values,0.0
first culture,0.0
delightful candidate hiring manager experiences,0.0
asset talent attract,0.0
technical reporting consultant,0.0
intricate tableau dashboards leverage,0.0
employee data,0.0
upon current set recruiting metrics,0.0
tableau dashboards,1.0
various filters/parameters/views support,0.0
diverse stakeholder groups,0.0
draft documentation,0.0
guide end users,0.0
administrators,0.0
bar talent acquisition team,0.0
lean role model,0.0
practices share,0.0
new learnings,0.0
team grow,0.0
candidate hiring manager experience top mind,0.0
functional experts,0.0
class data solutions,0.0
familiar ats,0.0
customer service platforms,0.0
workday,0.0
solution,0.0
navigate current data reporting capabilities,0.0
key attributes,0.0
meet requirements,0.0
chances,0.0
adapt clients,0.0
talent acquisition function,0.0
demonstrate capability,0.0
solutioning,0.0
seek answers,0.0
interpersonal communications skills,0.0
communicate,0.0
internal external audiences,0.0
challenge assumptions,0.0
fair equitable hiring process,0.0
hire,0.0
organization,0.0
collaborative,0.0
collaborative relationships,0.0
hr business partner,0.0
compensation/benefits,0.0
immigration,0.0
possess,0.0
strong presence level comfort,0.0
team members business leaders levels,0.0
thrive dynamic environment,0.0
systems structures,0.0
flexibility adapt,0.0
environments regulations,0.0
delightful,0.0
ambassador clients,0.0
spirit company,0.0
exceptional candidate hiring manager experiences,0.0
advocate,0.0
awesome teammate,0.0
willing share,0.0
coach everyone,0.0
grows,0.0
bonus points,0.0
prior experience,0.0
human resources,1.0
talent acquisition,1.0
space,0.0
job overview software architect,0.0
sa,0.0
software architecture foundation fortna software product suite,0.0
responsible analysis,0.0
technical vetting,0.0
development product suite software framework,1.0
technical leads,0.0
architectural quality services,0.0
new software technology,0.0
strategic advantage fortna,0.0
analyzing,0.0
software architecture fortna software product suite,0.0
areas,0.0
potential improvement fortna software product suite,0.0
proof concept implementations,0.0
feasibility,0.0
new technology,0.0
new products extensions,0.0
hr,0.0
new software developers,0.0
lead designing,0.0
new software products technologies,0.0
qa infrastructure engineers,0.0
packaging company ’ software product libraries,0.0
qa design development test plans frameworks,0.0
high quality software source code design documentation,0.0
remote support,0.0
’ systems,0.0
deployment processes,0.0
software design development ability manage expectations,0.0
micro-services,1.0
large scale system,0.0
thick-client web,0.0
ui interface use,0.0
paradigms usability issues patterns,0.0
open source application servers,0.0
source development tools,0.0
strong knowledge software implementation,0.0
practices methodologies software development life-cycle,0.0
experience time,0.0
high transaction,0.0
processing experience,0.0
communication skills ability,1.0
articulate project members stakeholders,0.0
player works,0.0
technical non-technical resources,0.0
time management problem,0.0
skills knowledge database design,0.0
file management techniques,0.0
knowledge network pc,0.0
linux,1.0
microsoft windows,1.0
network hardware,1.0
protocols,1.0
tcp/ip,1.0
ftp,1.0
able prioritize execute tasks,0.0
high-pressure environment ability work,0.0
normal work week,0.0
workload ability,0.0
training sessions,0.0
presentations,1.0
meetings,0.0
skills ability,0.0
statement,0.0
third party agencies,0.0
fortna accepts,0.0
agencies,0.0
supplier list,0.0
fortna employees,0.0
fortna office location,0.0
responsible fees charges,0.0
atlanta locations,0.0
fortna award-winning,0.0
end-to-end design-build firm,0.0
expertise,0.0
decades service,0.0
automation design,0.0
systems integration,0.0
execution software world ’,0.0
brands,0.0
sets,0.0
fortna,0.0
mission-critical pillars,0.0
globe help,0.0
leader marketplace,0.0
people heart everything,0.0
set business principles ethics,0.0
excellence bring project,0.0
associates,0.0
passion commitment integrity,0.0
hard work,0.0
collaborative approach,0.0
promise,0.0
act integrity,0.0
deliver results clients,0.0
diverse team,0.0
work “,0.0
team ” deliver,0.0
perks benefits,0.0
people everything,0.0
part fortna team,0.0
competitive compensation packages health insurance offerings,0.0
associate-led committees,0.0
drive positive change,0.0
employee experience fortna,0.0
talent development,0.0
every associate,0.0
resources support,0.0
thrive,0.0
career fortna,0.0
powerful professional development opportunities,0.0
industry ’,0.0
training,0.0
on-the-job experiences,0.0
condition employment,0.0
united states,0.0
covid-19,0.0
prior start date,0.0
offer employment,0.0
proof vaccination,0.0
start date,0.0
reasonable accommodations,0.0
law individuals,0.0
due medical condition,0.0
religious belief,0.0
job holder drives discovery,0.0
execution,0.0
wide variety,0.0
analytical technology solutions,0.0
job holder,0.0
strategic decision-making,0.0
guidance,0.0
technical disciplines,0.0
disruptive analytical technologies,0.0
unique complex problems,0.0
job holder researches,0.0
architects,0.0
defines data engineering,1.0
advanced analytics,1.0
business intelligence capabilities,0.0
information delivery data exploration support business function,0.0
goals,0.0
data architect,1.0
delivers,0.0
modern architecture,0.0
overall analytic performance,0.0
data-driven strategy bank,0.0
end-to-end data streams,1.0
storage,0.0
analytical workflows,1.0
overall architecture,0.0
communicate positioning/go-forward strategies data,0.0
analytical capabilities/tools,0.0
share governance responsibility,0.0
alignment enterprise guidelines security,0.0
data governance,1.0
guidelines integration enterprise solutions,0.0
review,0.0
analytic solutions re-usability,0.0
scalability,0.0
synergy opportunities,0.0
practices guidelines,0.0
evolve big-data analytic technology roadmap,0.0
align,0.0
monitor technology trends,0.0
new tools/capabilities interest,0.0
benchmark,0.0
big-data analytic capabilities industry analysts companies,0.0
strategic technology relationships technology vendors,0.0
external communities/partners,0.0
lead education,0.0
analytics community,0.0
projects management,1.0
manage project,0.0
dynamic business requirements,0.0
high performance,0.0
work team,0.0
people problems,0.0
roadblocks,0.0
post mortem root,0.0
maximum productivity,0.0
desired skills experience,0.0
software engineering,1.0
high degree proficiency,0.0
high-quality big-data platforms,1.0
analytical solutions,0.0
big-data architecture role,1.0
technology architectures,1.0
detailed workflows,0.0
practices governance guidelines,0.0
policy,0.0
proven track record,0.0
integrated operational big-data analytical solution,0.0
point views,0.0
roadmaps,0.0
open-source big-data/data-lake,1.0
sql/nosql k-v/columnar/graph,1.0
esb analytical technologies,0.0
r/python,1.0
tensorflow and/or bi tools,1.0
cloud analytics,1.0
platform experience,0.0
experience agile software development,1.0
people companies,0.0
dreams,0.0
ltd hcl,0.0
part hcl technologies,0.0
global hcl technologies,0.0
multinational technology company offices,0.0
employees customers,0.0
july,0.0
hcl technologies,0.0
annual revenue,0.0
recruit,0.0
locals,0.0
graduates,0.0
professionals –,0.0
duty,0.0
agile cost-effective hosting solutions,0.0
• implement scalable,0.0
need today ’,0.0
corporate digital applications,0.0
private public cloud technologies,0.0
legacy infrastructure transformation migration,0.0
drive next-generation business outcomes,0.0
technology environment,0.0
enterprise specifics,0.0
documenting requirements,0.0
collaboration framework,0.0
solution prototype •,0.0
technology selection,0.0
solution development,0.0
good english,1.0
toeic equivalent,0.0
japanese,1.0
years experience total,0.0
high performance resilient data architectures,0.0
cloud • experience,1.0
data patterns,1.0
micro-service,1.0
application architecture • experience azure cloud infrastructure,0.0
scale architecture,0.0
cloud-native ecosystem,1.0
• experience data service concepts,0.0
virtualization •,1.0
experience devops/ dataops/ mlops,0.0
• evaluate cutting-edge,0.0
implement pocs mvps,0.0
time-to-market clients,0.0
complex business rules,0.0
azure ecosystem •,1.0
data apis,1.0
restful endpoints,0.0
breadth technical experience knowledge,0.0
depth /,0.0
subject matter expertise,0.0
data analytics solutions,0.0
+ sql,1.0
oss,1.0
postgresql,1.0
azure sql + data storage,0.0
archive + nosql,1.0
maria,1.0
cosmos db +,1.0
ssis + data warehouse,1.0
snowflake,1.0
big query,1.0
redshift +,1.0
azure databricks,1.0
visualization tools powerbi,1.0
tableau + streaming,1.0
strong experience,0.0
• data governance,1.0
data security benefits,0.0
attractive package,0.0
base,0.0
• insurance,0.0
full base salary,0.0
bao viet insurance package,0.0
employee family,0.0
full salary benefits,0.0
official employee,0.0
salary probation time,0.0
environment opportunity travel onsite,0.0
career development mnc,0.0
vietnam market •,0.0
outstanding colleagues,0.0
top universities,0.0
top companies,0.0
foreign countries,0.0
velocity support information,0.0
please contact,0.0
mai nguyen,0.0
ms,0.0
senior executive hcl,0.0
vietnam company,0.0
mai.nguyen @ hcl.com,0.0
someone passionate expertise,0.0
collaborate field sales,0.0
pre-sales,0.0
services teams,0.0
support teams,0.0
aws services analytics area,1.0
data lake technologies,1.0
many sessions,0.0
enable internal/external teams,0.0
key analytic engagement,0.0
reusable technical solutions/contents,0.0
aws services,1.0
lead virtual technology team harvest,0.0
valuable assets,0.0
zones,0.0
cooperate,0.0
global team drive customer obsession services,0.0
entablements,0.0
engagements,0.0
short on-site projects,0.0
use aws services support,0.0
analytic solutions,1.0
different services,0.0
migration,0.0
applications development,0.0
new applications,0.0
aws cloud services,1.0
work engineering support teams,0.0
customer needs,0.0
input technology roadmaps,0.0
share,0.0
real world implementation challenges,0.0
new capabilities,0.0
adoption drive,0.0
value use,0.0
cloud services,1.0
hands-on experiences,0.0
data warehouse experiences,1.0
etl jobs,1.0
manufactories/telco/financial service industry/e-commerces,0.0
architect,0.0
produce validate reference architectures customer adoption,0.0
analytics services,1.0
amazon athena,1.0
amazon s3,1.0
amazon redshift,1.0
advisor,0.0
able facilitate relationships,0.0
senior technical executives,0.0
interact give guidance software developers,0.0
operations staff,0.0
system architects,1.0
able materialize,0.0
overall recommendation,0.0
proposal,0.0
vertical knowledge,0.0
manufacturing,0.0
semi-conductor,0.0
retails,0.0
over-the-top media,0.0
able articulate end-to-end information flow,0.0
related experience,0.0
business consultant capacity work customer ’ line-of-business owner,0.0
improvement areas customer ’ business,0.0
strong roi business,0.0
degree equivalent education,0.0
statics,0.0
background,0.0
platform implementation,0.0
technical analytical role,0.0
analytic solution implementation,0.0
hands-on experience data warehouse,1.0
enterprise information frameworks,0.0
analytic/machine learning,1.0
represent solution,0.0
customer ’ environment drive discussions,0.0
senior personnel,0.0
trade-offs,0.0
project management risk mitigation,0.0
able interact chief marketing officers,0.0
chief risk officers,0.0
chief technology officers,0.0
chief information officers,0.0
organizations,0.0
preferred qualifications masters,0.0
statics math,1.0
large-scale global data warehousing analytics projects,0.0
aws open-source analytic solutions redshift,0.0
glue,0.0
elasticsearch,1.0
quicksight,1.0
kinesis,1.0
athena data,1.0
related solutions,0.0
communications skills ability,0.0
deep understanding ai data,1.0
related infrastructure,0.0
hadoop/spark/flink/mysql etc.,1.0
open source,1.0
industry leadership fields data sciences,0.0
retail manufacturing,0.0
track record,0.0
aws services variety,1.0
computing,1.0
enterprise environments,0.0
relevant experiences,0.0
public cloud,1.0
contact job poster 顏思云,0.0
julie yen,0.0
ecloudvalley digital technology,0.0
hiring,0.0
job poster location t'aipei,0.0
taipei city,0.0
taiwan send inmail,0.0
job picket,0.0
technology-powered real estate company,0.0
single-family home rental market,0.0
every stage value chain,0.0
way investors,0.0
manage high-quality rental properties,0.0
service,0.0
flexibility residents,0.0
proprietary decision science platform,0.0
advanced data science machine,0.0
identify homes,0.0
fit investor criteria,0.0
portfolio management performance scale,0.0
picket,0.0
starts,0.0
way rent,0.0
innovative technology,0.0
customer-first philosophy,0.0
experience renting home,0.0
single-family rentals,0.0
exceptional startup,0.0
hybrid quantitative analyst,1.0
software engineer work,0.0
real estate professionals,0.0
implement dynamic models,0.0
analysis predict,1.0
fair market,0.0
rental sale prices,0.0
appreciation curves,0.0
risk-adjusted investment projections,0.0
real estate,0.0
census,0.0
relevant data sources,0.0
analytics models,1.0
unusual combination,0.0
extreme pragmatism,0.0
common technologies,0.0
time-to-market,0.0
top consideration,0.0
leverage,0.0
current team knowledge,0.0
separable functional product area tech team latitude tech choices,0.0
product priorities,0.0
individual passions,0.0
smart passionate people,0.0
willing take challenges,0.0
open candidates,0.0
environment grow,0.0
picket venture,0.0
team entrepreneurs executives,0.0
top technology,0.0
investment companies,0.0
passion customers,0.0
adaption,0.0
risk-taking,0.0
failure,0.0
ideal candidates,0.0
tech project,0.0
size success,0.0
continuous self-learner,0.0
vacuum,0.0
urgent ownership,0.0
communicates,0.0
formats,0.0
team player,0.0
ready mentor,0.0
lead,0.0
high bar team members,0.0
conversely- ready follow,0.0
correct misses,0.0
competitive compensation package incentives,0.0
stock options,0.0
standard benefits health,0.0
well-being team members,0.0
solicitations,0.0
third-party recruiters positions,0.0
background check,0.0
picket equal-opportunity employer,0.0
diversity,0.0
picket homes,0.0
come,0.0
processes cleanse,0.0
integrate,0.0
implement complex business logic,0.0
available data processing tools,0.0
sustainable scalable data processing platform,0.0
tribe members,0.0
convert models machine,0.0
codes,1.0
visualization applications,1.0
data architecture deliver functionality,1.0
data scientists business roles,1.0
overall analytic performance strategy bank,0.0
collaborate,0.0
relevant teams opportunities,0.0
complex data feeds,0.0
bank,1.0
data platform building data pipelines align business representatives business information needs,0.0
internal external business product requirements,0.0
data operations activity,0.0
upgrades systems storage,0.0
accommodate ongoing needs,0.0
various sources firm ’ platforms,0.0
data scientists,1.0
re-usable data assets,0.0
enable data scientists,0.0
deploy machine learning models,0.0
scripts ingest raw data,0.0
easy access retrieve,0.0
key relationships,0.0
direct manager team lead,0.0
senior manager,0.0
direct reports,0.0
internal stakeholders teams,0.0
data office relevant departments bank,0.0
external stakeholders partners,0.0
professional services success,0.0
qualification experiences qualifications,0.0
’ master ’ degree statistics,1.0
software engineering information technology work experience,0.0
data warehouse concepts methodologies,1.0
experience monitoring,0.0
management data experience,1.0
configure và,0.0
model development environment experience architecting,0.0
high performance micro services,0.0
recommenders,1.0
every month,0.0
proud millions users,0.0
join company,0.0
